V(H), E(H), γ(H), V(G), E(G), γ(G), γ(G ◇ H), neenakost, enakost,
3, 1, 2.0, 3, 0, 3.0, 2.0, True, False
3, 1, 2.0, 3, 1, 2.0, 2.0, True, False
3, 1, 2.0, 3, 2, 1.0, 2.0, True, True
3, 1, 2.0, 3, 3, 1.0, 2.0, True, True
3, 1, 2.0, 4, 0, 4.0, 2.0, True, False
3, 1, 2.0, 4, 1, 3.0, 2.0, True, False
3, 1, 2.0, 4, 2, 2.0, 2.0, True, False
3, 1, 2.0, 4, 3, 1.0, 2.0, True, True
3, 1, 2.0, 4, 2, 2.0, 2.0, True, False
3, 1, 2.0, 4, 3, 2.0, 2.0, True, False
3, 1, 2.0, 4, 3, 2.0, 2.0, True, False
3, 1, 2.0, 4, 4, 1.0, 2.0, True, True
3, 1, 2.0, 4, 4, 2.0, 2.0, True, False
3, 1, 2.0, 4, 5, 1.0, 2.0, True, True
3, 1, 2.0, 4, 6, 1.0, 2.0, True, True
3, 2, 1.0, 2, 0, 2.0, 2.0, True, True
3, 2, 1.0, 2, 1, 1.0, 1.0, True, True
3, 2, 1.0, 3, 0, 3.0, 3.0, True, True
3, 2, 1.0, 3, 1, 2.0, 2.0, True, True
3, 2, 1.0, 3, 2, 1.0, 1.0, True, True
3, 2, 1.0, 3, 3, 1.0, 1.0, True, True
3, 2, 1.0, 4, 0, 4.0, 4.0, True, True
3, 2, 1.0, 4, 1, 3.0, 3.0, True, True
3, 2, 1.0, 4, 2, 2.0, 2.0, True, True
3, 2, 1.0, 4, 3, 1.0, 1.0, True, True
3, 2, 1.0, 4, 2, 2.0, 2.0, True, True
3, 2, 1.0, 4, 3, 2.0, 2.0, True, True
3, 2, 1.0, 4, 3, 2.0, 2.0, True, True
3, 2, 1.0, 4, 4, 1.0, 1.0, True, True
3, 2, 1.0, 4, 4, 2.0, 2.0, True, True
3, 2, 1.0, 4, 5, 1.0, 1.0, True, True
3, 2, 1.0, 4, 6, 1.0, 1.0, True, True
3, 3, 1.0, 2, 0, 2.0, 2.0, True, True
3, 3, 1.0, 2, 1, 1.0, 1.0, True, True
3, 3, 1.0, 3, 0, 3.0, 3.0, True, True
3, 3, 1.0, 3, 1, 2.0, 2.0, True, True
3, 3, 1.0, 3, 2, 1.0, 1.0, True, True
3, 3, 1.0, 3, 3, 1.0, 1.0, True, True
3, 3, 1.0, 4, 0, 4.0, 4.0, True, True
3, 3, 1.0, 4, 1, 3.0, 3.0, True, True
3, 3, 1.0, 4, 2, 2.0, 2.0, True, True
3, 3, 1.0, 4, 3, 1.0, 1.0, True, True
3, 3, 1.0, 4, 2, 2.0, 2.0, True, True
3, 3, 1.0, 4, 3, 2.0, 2.0, True, True
3, 3, 1.0, 4, 3, 2.0, 2.0, True, True
3, 3, 1.0, 4, 4, 1.0, 1.0, True, True
3, 3, 1.0, 4, 4, 2.0, 2.0, True, True
3, 3, 1.0, 4, 5, 1.0, 1.0, True, True
3, 3, 1.0, 4, 6, 1.0, 1.0, True, True
4, 0, 4.0, 2, 0, 2.0, 2.0, True, False
4, 0, 4.0, 2, 1, 1.0, 4.0, True, True
4, 0, 4.0, 3, 0, 3.0, 3.0, True, False
4, 0, 4.0, 3, 1, 2.0, 2.0, True, False
4, 0, 4.0, 3, 2, 1.0, 4.0, True, True
4, 0, 4.0, 3, 3, 1.0, 4.0, True, True
4, 0, 4.0, 4, 0, 4.0, 3.0, True, False
4, 0, 4.0, 4, 1, 3.0, 3.0, True, False
4, 0, 4.0, 4, 2, 2.0, 2.0, True, False
4, 0, 4.0, 4, 3, 1.0, 4.0, True, True
4, 0, 4.0, 4, 2, 2.0, 2.0, True, False
4, 0, 4.0, 4, 3, 2.0, 2.0, True, False
4, 0, 4.0, 4, 3, 2.0, 2.0, True, False
4, 0, 4.0, 4, 4, 1.0, 4.0, True, True
4, 0, 4.0, 4, 4, 2.0, 4.0, True, False
4, 0, 4.0, 4, 5, 1.0, 4.0, True, True
4, 0, 4.0, 4, 6, 1.0, 4.0, True, True
4, 1, 3.0, 2, 0, 2.0, 2.0, True, False
4, 1, 3.0, 2, 1, 1.0, 3.0, True, True
4, 1, 3.0, 3, 0, 3.0, 3.0, True, False
4, 1, 3.0, 3, 1, 2.0, 2.0, True, False
4, 1, 3.0, 3, 2, 1.0, 3.0, True, True
4, 1, 3.0, 3, 3, 1.0, 3.0, True, True
4, 1, 3.0, 4, 0, 4.0, 3.0, True, False
4, 1, 3.0, 4, 1, 3.0, 3.0, True, False
4, 1, 3.0, 4, 2, 2.0, 2.0, True, False
4, 1, 3.0, 4, 3, 1.0, 3.0, True, True
4, 1, 3.0, 4, 2, 2.0, 2.0, True, False
4, 1, 3.0, 4, 3, 2.0, 2.0, True, False
4, 1, 3.0, 4, 3, 2.0, 2.0, True, False
4, 1, 3.0, 4, 4, 1.0, 3.0, True, True
4, 1, 3.0, 4, 4, 2.0, 3.0, True, False
4, 1, 3.0, 4, 5, 1.0, 3.0, True, True
4, 1, 3.0, 4, 6, 1.0, 3.0, True, True
4, 2, 2.0, 2, 0, 2.0, 2.0, True, False
4, 2, 2.0, 2, 1, 1.0, 2.0, True, True
4, 2, 2.0, 3, 0, 3.0, 2.0, True, False
4, 2, 2.0, 3, 1, 2.0, 2.0, True, False
4, 2, 2.0, 3, 2, 1.0, 2.0, True, True
4, 2, 2.0, 3, 3, 1.0, 2.0, True, True
4, 2, 2.0, 4, 0, 4.0, 2.0, True, False
4, 2, 2.0, 4, 1, 3.0, 2.0, True, False
4, 2, 2.0, 4, 2, 2.0, 2.0, True, False
4, 2, 2.0, 4, 3, 1.0, 2.0, True, True
4, 2, 2.0, 4, 2, 2.0, 2.0, True, False
4, 2, 2.0, 4, 3, 2.0, 2.0, True, False
4, 2, 2.0, 4, 3, 2.0, 2.0, True, False
4, 2, 2.0, 4, 4, 1.0, 2.0, True, True
4, 2, 2.0, 4, 4, 2.0, 2.0, True, False
4, 2, 2.0, 4, 5, 1.0, 2.0, True, True
4, 2, 2.0, 4, 6, 1.0, 2.0, True, True
4, 3, 1.0, 2, 0, 2.0, 2.0, True, True
4, 3, 1.0, 2, 1, 1.0, 1.0, True, True
4, 3, 1.0, 3, 0, 3.0, 3.0, True, True
4, 3, 1.0, 3, 1, 2.0, 2.0, True, True
4, 3, 1.0, 3, 2, 1.0, 1.0, True, True
4, 3, 1.0, 3, 3, 1.0, 1.0, True, True
4, 3, 1.0, 4, 0, 4.0, 4.0, True, True
4, 3, 1.0, 4, 1, 3.0, 3.0, True, True
4, 3, 1.0, 4, 2, 2.0, 2.0, True, True
4, 3, 1.0, 4, 3, 1.0, 1.0, True, True
4, 3, 1.0, 4, 2, 2.0, 2.0, True, True
4, 3, 1.0, 4, 3, 2.0, 2.0, True, True
4, 3, 1.0, 4, 3, 2.0, 2.0, True, True
4, 3, 1.0, 4, 4, 1.0, 1.0, True, True
4, 3, 1.0, 4, 4, 2.0, 2.0, True, True
4, 3, 1.0, 4, 5, 1.0, 1.0, True, True
4, 3, 1.0, 4, 6, 1.0, 1.0, True, True
4, 2, 2.0, 2, 0, 2.0, 2.0, True, False
4, 2, 2.0, 2, 1, 1.0, 2.0, True, True
4, 2, 2.0, 3, 0, 3.0, 2.0, True, False
4, 2, 2.0, 3, 1, 2.0, 2.0, True, False
4, 2, 2.0, 3, 2, 1.0, 2.0, True, True
4, 2, 2.0, 3, 3, 1.0, 2.0, True, True
4, 2, 2.0, 4, 0, 4.0, 2.0, True, False
4, 2, 2.0, 4, 1, 3.0, 2.0, True, False
4, 2, 2.0, 4, 2, 2.0, 2.0, True, False
4, 2, 2.0, 4, 3, 1.0, 2.0, True, True
4, 2, 2.0, 4, 2, 2.0, 2.0, True, False
4, 2, 2.0, 4, 3, 2.0, 2.0, True, False
4, 2, 2.0, 4, 3, 2.0, 2.0, True, False
4, 2, 2.0, 4, 4, 1.0, 2.0, True, True
4, 2, 2.0, 4, 4, 2.0, 2.0, True, False
4, 2, 2.0, 4, 5, 1.0, 2.0, True, True
4, 2, 2.0, 4, 6, 1.0, 2.0, True, True
4, 3, 2.0, 2, 0, 2.0, 2.0, True, False
4, 3, 2.0, 2, 1, 1.0, 2.0, True, True
4, 3, 2.0, 3, 0, 3.0, 2.0, True, False
4, 3, 2.0, 3, 1, 2.0, 2.0, True, False
4, 3, 2.0, 3, 2, 1.0, 2.0, True, True
4, 3, 2.0, 3, 3, 1.0, 2.0, True, True
4, 3, 2.0, 4, 0, 4.0, 2.0, True, False
4, 3, 2.0, 4, 1, 3.0, 2.0, True, False
4, 3, 2.0, 4, 2, 2.0, 2.0, True, False
4, 3, 2.0, 4, 3, 1.0, 2.0, True, True
4, 3, 2.0, 4, 2, 2.0, 2.0, True, False
4, 3, 2.0, 4, 3, 2.0, 2.0, True, False
4, 3, 2.0, 4, 3, 2.0, 2.0, True, False
4, 3, 2.0, 4, 4, 1.0, 2.0, True, True
4, 3, 2.0, 4, 4, 2.0, 2.0, True, False
4, 3, 2.0, 4, 5, 1.0, 2.0, True, True
4, 3, 2.0, 4, 6, 1.0, 2.0, True, True
4, 3, 2.0, 2, 0, 2.0, 2.0, True, False
4, 3, 2.0, 2, 1, 1.0, 2.0, True, True
4, 3, 2.0, 3, 0, 3.0, 2.0, True, False
4, 3, 2.0, 3, 1, 2.0, 2.0, True, False
4, 3, 2.0, 3, 2, 1.0, 2.0, True, True
4, 3, 2.0, 3, 3, 1.0, 2.0, True, True
4, 3, 2.0, 4, 0, 4.0, 2.0, True, False
4, 3, 2.0, 4, 1, 3.0, 2.0, True, False
4, 3, 2.0, 4, 2, 2.0, 2.0, True, False
4, 3, 2.0, 4, 3, 1.0, 2.0, True, True
4, 3, 2.0, 4, 2, 2.0, 2.0, True, False
4, 3, 2.0, 4, 3, 2.0, 2.0, True, False
4, 3, 2.0, 4, 3, 2.0, 2.0, True, False
4, 3, 2.0, 4, 4, 1.0, 2.0, True, True
4, 3, 2.0, 4, 4, 2.0, 2.0, True, False
4, 3, 2.0, 4, 5, 1.0, 2.0, True, True
4, 3, 2.0, 4, 6, 1.0, 2.0, True, True
4, 4, 1.0, 2, 0, 2.0, 2.0, True, True
4, 4, 1.0, 2, 1, 1.0, 1.0, True, True
4, 4, 1.0, 3, 0, 3.0, 3.0, True, True
4, 4, 1.0, 3, 1, 2.0, 2.0, True, True
4, 4, 1.0, 3, 2, 1.0, 1.0, True, True
4, 4, 1.0, 3, 3, 1.0, 1.0, True, True
4, 4, 1.0, 4, 0, 4.0, 4.0, True, True
4, 4, 1.0, 4, 1, 3.0, 3.0, True, True
4, 4, 1.0, 4, 2, 2.0, 2.0, True, True
4, 4, 1.0, 4, 3, 1.0, 1.0, True, True
4, 4, 1.0, 4, 2, 2.0, 2.0, True, True
4, 4, 1.0, 4, 3, 2.0, 2.0, True, True
4, 4, 1.0, 4, 3, 2.0, 2.0, True, True
4, 4, 1.0, 4, 4, 1.0, 1.0, True, True
4, 4, 1.0, 4, 4, 2.0, 2.0, True, True
4, 4, 1.0, 4, 5, 1.0, 1.0, True, True
4, 4, 1.0, 4, 6, 1.0, 1.0, True, True
4, 4, 2.0, 2, 0, 2.0, 2.0, True, False
4, 4, 2.0, 2, 1, 1.0, 2.0, True, True
4, 4, 2.0, 3, 0, 3.0, 3.0, True, False
4, 4, 2.0, 3, 1, 2.0, 2.0, True, False
4, 4, 2.0, 3, 2, 1.0, 2.0, True, True
4, 4, 2.0, 3, 3, 1.0, 2.0, True, True
4, 4, 2.0, 4, 0, 4.0, 4.0, True, False
4, 4, 2.0, 4, 1, 3.0, 3.0, True, False
4, 4, 2.0, 4, 2, 2.0, 2.0, True, False
4, 4, 2.0, 4, 3, 1.0, 2.0, True, True
4, 4, 2.0, 4, 2, 2.0, 2.0, True, False
4, 4, 2.0, 4, 3, 2.0, 2.0, True, False
4, 4, 2.0, 4, 3, 2.0, 2.0, True, False
4, 4, 2.0, 4, 4, 1.0, 2.0, True, True
4, 4, 2.0, 4, 4, 2.0, 3.0, True, True
4, 4, 2.0, 4, 5, 1.0, 2.0, True, True
4, 4, 2.0, 4, 6, 1.0, 2.0, True, True
4, 5, 1.0, 2, 0, 2.0, 2.0, True, True
4, 5, 1.0, 2, 1, 1.0, 1.0, True, True
4, 5, 1.0, 3, 0, 3.0, 3.0, True, True
4, 5, 1.0, 3, 1, 2.0, 2.0, True, True
4, 5, 1.0, 3, 2, 1.0, 1.0, True, True
4, 5, 1.0, 3, 3, 1.0, 1.0, True, True
4, 5, 1.0, 4, 0, 4.0, 4.0, True, True
4, 5, 1.0, 4, 1, 3.0, 3.0, True, True
4, 5, 1.0, 4, 2, 2.0, 2.0, True, True
4, 5, 1.0, 4, 3, 1.0, 1.0, True, True
4, 5, 1.0, 4, 2, 2.0, 2.0, True, True
4, 5, 1.0, 4, 3, 2.0, 2.0, True, True
4, 5, 1.0, 4, 3, 2.0, 2.0, True, True
4, 5, 1.0, 4, 4, 1.0, 1.0, True, True
4, 5, 1.0, 4, 4, 2.0, 2.0, True, True
4, 5, 1.0, 4, 5, 1.0, 1.0, True, True
4, 5, 1.0, 4, 6, 1.0, 1.0, True, True
4, 6, 1.0, 2, 0, 2.0, 2.0, True, True
4, 6, 1.0, 2, 1, 1.0, 1.0, True, True
4, 6, 1.0, 3, 0, 3.0, 3.0, True, True
4, 6, 1.0, 3, 1, 2.0, 2.0, True, True
4, 6, 1.0, 3, 2, 1.0, 1.0, True, True
4, 6, 1.0, 3, 3, 1.0, 1.0, True, True
4, 6, 1.0, 4, 0, 4.0, 4.0, True, True
4, 6, 1.0, 4, 1, 3.0, 3.0, True, True
4, 6, 1.0, 4, 2, 2.0, 2.0, True, True
4, 6, 1.0, 4, 3, 1.0, 1.0, True, True
4, 6, 1.0, 4, 2, 2.0, 2.0, True, True
4, 6, 1.0, 4, 3, 2.0, 2.0, True, True
4, 6, 1.0, 4, 3, 2.0, 2.0, True, True
4, 6, 1.0, 4, 4, 1.0, 1.0, True, True
4, 6, 1.0, 4, 4, 2.0, 2.0, True, True
4, 6, 1.0, 4, 5, 1.0, 1.0, True, True
4, 6, 1.0, 4, 6, 1.0, 1.0, True, True
